Guide,LN_mean,Geo_mean,50_percentile,95_percentile,TTN,TTB,TTN_normalized,TTB_normalized,50_percentile_relative,95_percentile_relative,Geo_mean_relative,LN_mean_relative,TTB_relative,TTB_normalized_relative,TTN_relative,TTN_normalized_relative,Type,Bootstrap_id,95_percentile_relative_95P,95_percentile_relative_5P,95_percentile_relative_fraction_greater_than_one,95_percentile_relative_bootstrap_median,95_percentile_relative_bootstrap_mean,95_percentile_relative_97.5P,95_percentile_relative_2.5P,Geo_mean_relative_95P,Geo_mean_relative_5P,Geo_mean_relative_fraction_greater_than_one,Geo_mean_relative_bootstrap_median,Geo_mean_relative_bootstrap_mean,Geo_mean_relative_97.5P,Geo_mean_relative_2.5P,TTN_normalized_relative_95P,TTN_normalized_relative_5P,TTN_normalized_relative_fraction_greater_than_one,TTN_normalized_relative_bootstrap_median,TTN_normalized_relative_bootstrap_mean,TTN_normalized_relative_97.5P,TTN_normalized_relative_2.5P,TTB_normalized_relative_95P,TTB_normalized_relative_5P,TTB_normalized_relative_fraction_greater_than_one,TTB_normalized_relative_bootstrap_median,TTB_normalized_relative_bootstrap_mean,TTB_normalized_relative_97.5P,TTB_normalized_relative_2.5P,50_percentile_relative_95P,50_percentile_relative_5P,50_percentile_relative_fraction_greater_than_one,50_percentile_relative_bootstrap_median,50_percentile_relative_bootstrap_mean,50_percentile_relative_97.5P,50_percentile_relative_2.5P,LN_mean_relative_95P,LN_mean_relative_5P,LN_mean_relative_fraction_greater_than_one,LN_mean_relative_bootstrap_median,LN_mean_relative_bootstrap_mean,LN_mean_relative_97.5P,LN_mean_relative_2.5P,95_percentile_relative_pvalue,95_percentile_relative_pvalue_FDR,95_percentile_relative_pvalue_twoside,95_percentile_relative_pvalue_twoside_FDR,Geo_mean_relative_pvalue,Geo_mean_relative_pvalue_FDR,Geo_mean_relative_pvalue_twoside,Geo_mean_relative_pvalue_twoside_FDR,TTN_normalized_relative_pvalue,TTN_normalized_relative_pvalue_FDR,TTN_normalized_relative_pvalue_twoside,TTN_normalized_relative_pvalue_twoside_FDR,TTB_normalized_relative_pvalue,TTB_normalized_relative_pvalue_FDR,TTB_normalized_relative_pvalue_twoside,TTB_normalized_relative_pvalue_twoside_FDR,50_percentile_relative_pvalue,50_percentile_relative_pvalue_FDR,50_percentile_relative_pvalue_twoside,50_percentile_relative_pvalue_twoside_FDR,LN_mean_relative_pvalue,LN_mean_relative_pvalue_FDR,LN_mean_relative_pvalue_twoside,LN_mean_relative_pvalue_twoside_FDR,Experiment,Mouse_genotype,Position
Smad4_3,1733.280513554213,742.5792900761547,460.9306409130817,5761.633011413528,739.0,33251171.52108862,2.677536231884058,295.18704485540667,0.9130434782608696,0.5170760892743304,0.9691167244961992,0.9950207028367244,1.127071077144974,1.2649547639804548,0.7316831683168317,0.8357837593304681,Inert,Real,2.697315690584525,0.3113323815285984,0.294,0.6504945232450718,0.9525225193531862,2.8013079335872537,0.240609974729782,1.439562259142481,0.8981293051285469,0.351,0.9772434388413284,1.0376156933471987,1.5249871713253953,0.832744816054131,0.9136152546884048,0.4314795304660495,0.009,0.7963224239435704,0.7514757571442289,0.935293290881114,0.3381706707948567,2.0242840585105744,0.2885867819946439,0.659,1.2232774534861006,1.205599025982433,2.2185104838944327,0.1929721096826733,1.5751459990445529,0.9130434782608696,0.314,0.9545454545454546,1.0565002029453867,1.69943231940107,0.9130434782608696,2.364187972419047,0.6398996985150296,0.508,1.0043647230446973,1.1604843314112954,2.5898911696571743,0.4728940985428949,0.294,0.294,0.588,0.588,0.351,0.418,0.702,0.836,0.009,0.0225,0.018,0.045,0.3409999999999999,0.4479999999999999,0.6819999999999999,0.8959999999999999,0.314,0.4909999999999999,0.628,0.982,0.492,0.492,0.984,0.984,PDAC,Cas12a,Guide3
Cdkn2a_1,398.75427104108303,390.6751514242858,358.8516746411483,538.2775119617224,296.0,118485.47056617922,1.0,1.0,1.0,0.8181818181818182,0.9799626583160648,0.9748123215900985,0.922435668894124,1.0,0.9477054429028816,1.0,Inert,Real,1.0,0.7147911763694089,0.0312815338042381,0.8181818181818182,0.8452335996834855,1.0187599279667376,0.6964094150312362,1.0011411133468382,0.8949323825658495,0.0554994954591321,0.976954314384528,0.9667435020245724,1.020638183151776,0.8761085049292954,1.33704680885215,0.6600258128352103,0.5075681130171544,1.0011047060477634,1.0065888344071792,1.5047677387616427,0.5265291432588081,1.338019895822888,0.6348689488382527,0.5075681130171544,1.002995386009483,1.00505664988989,1.5234650992504863,0.5028205589570259,1.1615246589899482,0.82115182845849,0.119071644803229,1.0,0.9920262802936022,1.1999999999999995,0.7894736842105263,0.9974749898653994,0.8695654190337196,0.0403632694248234,0.9700573973161368,0.9561230507539552,1.006618488638613,0.8519593256209754,0.0312815338042381,0.0938446014127144,0.0625630676084762,0.1876892028254288,0.0554994954591321,0.1664984863773965,0.1109989909182643,0.3329969727547931,0.4924318869828455,0.4939879759519037,0.9848637739656912,0.9879759519038076,0.4924318869828455,0.4949899799599198,0.9848637739656912,0.9899799599198396,0.119071644803229,0.1786074672048435,0.2381432896064581,0.3572149344096871,0.0403632694248234,0.1210898082744702,0.0807265388496468,0.2421796165489405,PDAC,KT,Guide2
Cdkn2a_2,412.83568417132176,401.6349699205845,358.8516746411483,717.7033492822966,328.0,136093.2198856463,1.0,1.0,1.0,1.0909090909090908,1.0074540737007875,1.009236366726766,1.0595159028131915,1.0,1.0501600853788688,1.0,Inert,Real,1.121495327102805,0.8681127837111179,0.495,1.0,1.003543403485326,1.192206447654386,0.8484146468506071,1.0927198027764071,0.9708926057690348,0.785,1.0092821217517267,1.0170399800319898,1.1151245329495405,0.9572037810712164,1.4295757997786966,0.559499096434312,0.468,0.990459689472933,0.9866462239668536,1.5640620897614044,0.4988815045416256,1.4265855964682672,0.5608839097819172,0.469,0.991747253645282,0.9839865497616072,1.5297943151189044,0.4895673054735934,1.263157894736842,0.8823529411764707,0.21,1.0,1.018720920914368,1.3333333333333333,0.8340305628039205,1.0943661709130676,0.9611142836011384,0.772,1.0110667472155517,1.017211456769464,1.1219437257987774,0.9452835339558602,0.495,0.4949999999999999,0.99,0.99,0.2149999999999999,0.2149999999999999,0.4299999999999999,0.4299999999999999,0.468,0.4939879759519037,0.936,0.9879759519038076,0.469,0.4949899799599198,0.938,0.9899799599198396,0.21,0.21,0.42,0.42,0.2279999999999999,0.2279999999999999,0.4559999999999999,0.4559999999999999,PDAC,KT,Guide2
Cdkn2a_3,415.58248262868057,403.67979146142665,358.8516746411483,717.7033492822966,313.0,130766.7853195982,1.0,1.0,1.0,1.0909090909090908,1.0125832679831477,1.0159513116831351,1.0180484282926845,1.0,1.00213447171825,1.0,Inert,Real,1.3714285714285712,0.9566419060244512,0.9028056112224448,1.0928768091276138,1.1501303599482362,1.4077796581704496,0.9,1.089600283823846,0.9595850774097872,0.8056112224448898,1.012126229072958,1.015949107677013,1.1195604512909376,0.9381703965654647,1.4440779444156893,0.5903935421457536,0.4939879759519038,0.998348066742694,1.006837916969571,1.612576623814809,0.4436097079583849,1.4850446456834392,0.5566866649009944,0.4949899799599198,0.9984731425836808,1.0110243589153425,1.622102091458824,0.4249913624748069,1.1242309898474656,0.8333333333333334,0.1062124248496994,1.0,0.9891593540227176,1.142692961493909,0.804878048780488,1.124748461487318,0.9669063568189094,0.8336673346693386,1.0170362217581754,1.0263232464262186,1.16375078708353,0.9489874510013352,0.0971943887775551,0.1457915831663327,0.1943887775551103,0.2915831663326654,0.1943887775551102,0.2149999999999999,0.3887775551102204,0.4299999999999999,0.4939879759519038,0.4939879759519037,0.9879759519038076,0.9879759519038076,0.4949899799599198,0.4949899799599198,0.9899799599198396,0.9899799599198396,0.1062124248496994,0.1786074672048435,0.2124248496993988,0.3572149344096871,0.1663326653306613,0.2279999999999999,0.3326653306613227,0.4559999999999999,PDAC,KT,Guide2
Smad4_1,411.41109978800125,400.9379652503132,358.8516746411483,717.7033492822966,331.0,136750.86932165775,1.0,1.0,1.0,1.0393627716340572,1.0057935111052627,1.0056672574627432,1.0646358495417334,1.0,1.0597652081109925,1.0,Inert,Real,1.2,0.7251819888995535,0.5567839195979899,1.03125,1.010373336161655,1.237731477291241,0.6710477806712117,1.0553587305704673,0.8946858025602458,0.614070351758794,1.0044797225621969,0.9963521948515592,1.1291395963848556,0.876354408155168,1.3140692412535873,0.6302369073171379,0.4804020100502512,0.9963046560497604,0.9869202352685752,1.4796532240566724,0.545829148479923,1.3468280888827344,0.6318448808147914,0.4924623115577889,0.9983658394798136,0.992420926829016,1.4395821101103403,0.5124044503867535,1.119424911366619,0.8823529411764707,0.0884422110552763,1.0,0.9965435234846272,1.2279296406356706,0.8333333333333334,1.0674772852307577,0.8718787253840475,0.5879396984924623,1.0039069516971997,0.9926241138309544,1.1451632727545278,0.8464226295964346,0.4432160804020101,0.474,0.8864321608040202,0.948,0.385929648241206,0.385929648241206,0.771859296482412,0.771859296482412,0.4804020100502512,0.497467071935157,0.9608040201005024,0.994934143870314,0.4924623115577889,0.4924623115577889,0.984924623115578,0.9849246231155778,0.0884422110552763,0.1326633165829145,0.1768844221105527,0.2653266331658291,0.4120603015075377,0.4120603015075377,0.8241206030150754,0.8241206030150754,PDAC,KT,Guide3
Smad4_2,409.993504862951,399.6472829864506,358.8516746411483,636.1607142857151,330.0,135950.19301564578,1.0,1.0,1.0,0.9212744567318856,1.0025557038672248,1.0022020403084102,1.0584024069063236,1.0,1.056563500533618,1.0,Inert,Real,1.253607647849951,0.8181818181818182,0.2988855116514691,0.935820895522388,0.9690051200847136,1.3409903882796297,0.8181818181818182,1.211713649546565,0.987134041019805,0.6727456940222898,1.005273212378596,1.0369927855555277,1.246823575215788,0.981702755562776,1.5379863925347674,0.5297229016335137,0.497467071935157,0.9993968831784256,1.0236510848777445,1.761729955139951,0.4444444444444444,1.4739704617545488,0.5864420641510514,0.4913880445795339,0.9970355070492344,1.017763752037893,1.787013162051237,0.4580648175962731,1.3286040709261269,1.0,0.2492401215805471,1.0,1.0504524374928337,1.35,0.9230769230769228,1.2263839511667405,0.982336013640996,0.6312056737588653,1.0053820478193094,1.038701110957089,1.2632174035241936,0.975154340187291,0.2988855116514691,0.474,0.5977710233029382,0.948,0.3272543059777102,0.385929648241206,0.6545086119554204,0.771859296482412,0.497467071935157,0.497467071935157,0.994934143870314,0.994934143870314,0.4913880445795339,0.4924623115577889,0.982776089159068,0.9849246231155778,0.2492401215805471,0.2492401215805471,0.4984802431610942,0.4984802431610942,0.3687943262411347,0.4120603015075377,0.7375886524822695,0.8241206030150754,PDAC,KT,Guide3
Smad4_3,405.87339431455376,395.3002714751021,358.8516746411483,717.7033492822966,276.0,112644.41343412022,1.0,1.0,1.0,1.0393627716340572,0.991650785027512,0.9921307022288468,0.8769617435519426,1.0,0.8836712913553896,1.0,Inert,Real,1.263157894736842,0.816245028362783,0.526,1.0148679101796971,1.020270476995541,1.3098222167448157,0.7805383457161897,1.0092577109970626,0.8543828544312676,0.161,0.9872825104265438,0.9671176867793928,1.0121293276201413,0.8218471808056024,1.419684485622485,0.5604266330291923,0.453,0.9889268128594269,0.989670745133434,1.6198448008576791,0.4285124884682406,1.3966126278453286,0.5721978478590483,0.448,0.9886113342759614,0.9900083545437288,1.5554379348591234,0.4489835160933733,1.0,0.7894736842105263,0.01,1.0,0.9536426383273694,1.0,0.7502822447243424,1.016176457938464,0.8498596843430364,0.209,0.9871136495154442,0.9691410102235536,1.03131292616601,0.8075116576232282,0.474,0.474,0.948,0.948,0.161,0.385929648241206,0.322,0.771859296482412,0.453,0.497467071935157,0.906,0.994934143870314,0.448,0.4924623115577889,0.896,0.9849246231155778,0.01,0.03,0.02,0.06,0.209,0.4120603015075377,0.418,0.8241206030150754,PDAC,KT,Guide3
Trp53_1,1960.5803854833216,778.4993410034517,460.9306409130817,13123.353819139578,1080.0,37372510.33233644,3.2432432432432434,275.5993098930434,0.9130434782608696,0.9537406284894006,1.0147168381984262,1.1307090254423784,1.2667666596096845,1.2115810951213692,1.0693069306930694,1.004180598630596,Inert,Real,2.8796587598610546,0.5288653202438246,0.611,1.110841613152141,1.4324119357501088,2.8983975896727108,0.4533501057679184,1.836693937509772,0.9514405195074136,0.631,1.0213154994390692,1.1567609004396235,1.9483890619745368,0.9372391931440835,1.4655692975926244,0.8994187991216396,0.626,1.0219147600274638,1.0842461322663106,1.7493458225476657,0.8481463573723574,2.8049352534886074,0.5643331201098263,0.686,1.2641795313325068,1.3992620272656229,2.884886361621813,0.4576782577469727,1.6109951586488271,0.8935652640100098,0.238,0.95260663507109,1.0354521545498936,1.7801465689540306,0.708475622476881,2.7665671149649245,0.8978043734695758,0.764,1.1515795234310744,1.4545855892124695,2.868753325975259,0.8589287136679964,0.389,0.456,0.778,0.912,0.369,0.434,0.738,0.868,0.374,0.3739999999999999,0.748,0.7479999999999999,0.3139999999999999,0.422,0.6279999999999999,0.844,0.238,0.492,0.476,0.984,0.236,0.354,0.472,0.708,PDAC,Cas12a,Guide1
Trp53_2,1550.558011923358,759.7767981007872,526.7778753292362,11694.468832308918,1113.0,32670666.555387903,3.637254901960784,254.99855911753383,1.0434782608695652,0.849896315201786,0.990313375617792,0.8942402726943155,1.1073944664557729,1.1210167167323206,1.101980198019802,1.1261754148204404,Inert,Real,1.3108920820465613,0.080039193530444,0.179,0.6894907705713205,0.6649723997210686,1.4646727140802962,0.0619199970703884,1.0482613226443551,0.6729542839301292,0.312,0.98294391714933,0.947022447302216,1.1007180159631689,0.5940263359315728,1.228280894623743,0.7161318102002336,0.728,1.098025590606445,1.0503676041447405,1.2819232927623314,0.5774946110615703,1.8821065439884692,0.0901478020212407,0.422,0.8734563763863958,0.909947696081392,2.0981637854035395,0.0579772951522975,1.2144384458946231,0.719956678700361,0.637,1.0434782608695652,1.0182125933423996,1.3003738674367933,0.6466843924042139,1.0376979933337929,0.1362471154889275,0.09,0.8625158973255405,0.7571729646541275,1.0923425027497102,0.0807710457489384,0.179,0.456,0.358,0.912,0.312,0.434,0.624,0.868,0.272,0.3739999999999999,0.544,0.7479999999999999,0.422,0.422,0.844,0.844,0.363,0.492,0.726,0.984,0.09,0.27,0.18,0.54,PDAC,Cas12a,Guide1
Trp53_3,1690.6783601351588,763.3492356721399,526.7778753292362,16461.80860403836,837.0,18463676.483010016,2.8087248322147653,151.8145035564496,1.0434782608695652,1.1963630563088137,0.9949697861837814,0.975050701863306,0.6258388739345423,0.6674021881463102,0.8287128712871287,0.8696439865489632,Inert,Real,1.843435029913549,0.0289121473528147,0.456,0.9349858666571847,0.9026156645288228,1.9733044569109564,0.0084461520382264,1.0653129406473243,0.4244654107760521,0.434,0.9903945472109854,0.8962166522581602,1.1045954701186202,0.3506702830400857,1.1453827325337145,0.6008858004061113,0.113,0.86893020944657,0.8653862635889492,1.2292251139205217,0.3900291652565462,1.781628996211039,0.0163737826638384,0.31,0.6316731917098578,0.6907902766529851,1.9714354635407745,0.0116949399838141,1.0929470861279291,0.5248990374683239,0.508,1.023696682464455,0.9463352521077066,1.2646097022212983,0.4822223391408919,1.2112375442382437,0.0373929229075311,0.413,0.9512327025377848,0.7882414461334029,1.268877657727997,0.0200087975731831,0.456,0.456,0.912,0.912,0.434,0.434,0.868,0.868,0.113,0.339,0.226,0.678,0.31,0.422,0.62,0.844,0.492,0.492,0.984,0.984,0.413,0.413,0.826,0.826,PDAC,Cas12a,Guide1
Rb1_1,1553.6003838810411,869.5864076139837,622.7758007117438,7390.362750406064,52237.0,327987242.78042734,204.85098039215688,2206.7478194855594,1.026338893766462,0.9914412205373352,1.0010997121785168,0.99140485099266,0.9676592694043656,1.0654931144242543,0.9989163761067308,0.955510304603716,Inert,Real,1.0390605999063394,0.9537571364674334,0.375,0.9911883686211104,0.9934619076787392,1.05010736691741,0.9481524136393648,1.0109873263692246,0.9919281617300828,0.548,1.0009150758357468,1.0009988434024877,1.0131744571877284,0.9892971087415644,1.0435632778250414,0.7599640546349832,0.203,0.9413406382987948,0.9260877345091444,1.0648383072906888,0.7248521307486996,1.2774255872517086,0.7099141821412952,0.552,1.026716030590003,1.0079111794696014,1.3066072124593489,0.5685890596466303,1.0349271572655958,1.0,0.483,1.0,1.008141020931694,1.0401130575385065,0.9933738278110976,1.0177835005787428,0.9678055811546448,0.282,0.991366609171388,0.9917125265671785,1.0219259575728128,0.9630168162428204,0.375,0.375,0.75,0.75,0.4519999999999999,0.4519999999999999,0.904,0.904,0.203,0.3765,0.406,0.753,0.4479999999999999,0.46,0.8959999999999999,0.92,0.483,0.4829999999999999,0.966,0.966,0.282,0.296,0.564,0.592,SCLC,Cas12a,Guide2
Rb1_2,1591.6242154933718,873.5126679614856,598.8023952095808,7701.204733390363,48276.0,305873525.9835055,215.51785714285717,1980.58261573085,0.986830553116769,1.0331416844269143,1.0056197668498024,1.015669141543118,0.902417271398212,0.9562928400679492,0.923171065967198,1.0052650611282894,Inert,Real,1.0666152598680605,1.0000363659730518,0.95,1.0332267843677243,1.032872834833643,1.0708077031840797,0.9929361645304846,1.016621597730087,0.9949846374309388,0.814,1.0059277132457185,1.005864685291862,1.0181685562621738,0.992844661610936,1.2084549848263952,0.9000487824583742,0.55,1.0098126707232309,1.0264076338911716,1.254292291819523,0.8813336454707935,1.2741474903269308,0.7239460282426142,0.428,0.9698781360674738,0.9786862499968236,1.343215064442391,0.6800930046511005,1.0193285859613428,0.9802904564315352,0.267,1.0,1.0003772455697963,1.027741707261211,0.9739906453370408,1.0417802034581003,0.9904670342422696,0.848,1.016148666062685,1.0159309308692943,1.0442947430765577,0.9831837997981202,0.05,0.1500000000000001,0.1,0.3000000000000002,0.186,0.2790000000000001,0.3720000000000001,0.5580000000000002,0.4499999999999999,0.4499999999999999,0.8999999999999999,0.8999999999999999,0.428,0.46,0.856,0.92,0.267,0.4005,0.534,0.801,0.152,0.296,0.304,0.592,SCLC,Cas12a,Guide2
Rb1_3,1555.9841419146992,862.7944144595729,598.8023952095808,7270.916334661355,56368.0,382986544.5956048,222.79841897233203,2025.9837278075024,0.986830553116769,0.9754170950357504,0.993280520971681,0.9929260074642218,1.129923459197423,0.978214045507796,1.077912557926071,1.0392246342679945,Inert,Real,1.0116161525946756,0.9315810197106617,0.146,0.9748097902658024,0.973665257487618,1.0190800171420835,0.9211289856097032,1.0021990653070971,0.9837849278359176,0.107,0.99323571586112,0.9931364713056504,1.004097885114606,0.9822305964217508,1.167442528439391,0.949516408120931,0.749,1.0402947403306686,1.0475046315996843,1.20721226705599,0.9326893550059708,1.279018936496548,0.7992115890524133,0.46,0.9854773605032814,1.0134025705335747,1.696389676279215,0.7717673767610174,1.0,0.9656723267553924,0.041,1.0,0.9914817334985097,1.012998266897747,0.9613102732913992,1.0160328032954258,0.9681331429784966,0.296,0.9930369285989702,0.992356542563527,1.020035265781026,0.9630889794938852,0.146,0.2189999999999999,0.292,0.4379999999999999,0.107,0.2790000000000001,0.214,0.5580000000000002,0.251,0.3765,0.502,0.753,0.46,0.46,0.92,0.92,0.041,0.123,0.082,0.246,0.296,0.296,0.592,0.592,SCLC,Cas12a,Guide2
Rasa1_1,2373.4625562678957,1307.0407732036538,1048.951048951049,9608.25833774484,121272.0,322216365.1081278,19.28932718307619,59.86879376090822,0.949291090001973,1.009777854520392,0.9811309398286548,0.9912191444738354,0.8758447045044107,0.8665534655522222,0.8855008652603448,0.8811528615995102,Inert,Real,1.0266205264078698,0.995196981612419,0.867,1.0102855520227858,1.010473970371777,1.0301204676520028,0.9921848907665748,0.995653676371712,0.970112550061654,0.017,0.9811720928863398,0.9815722860819376,0.9986468261210486,0.96728998046369,0.9027918924161662,0.8568387249724736,0.0,0.8794949626403994,0.8796900746968163,0.907399039639858,0.8511652195596694,0.8979260125542956,0.8323200711014502,0.0,0.866363330993557,0.8657190643175875,0.904982872913976,0.8242387251996798,0.994978212665741,0.9364473461986332,0.012,0.9575048426424684,0.9610041032026624,0.9975239391663536,0.9289347848204296,1.0102392933296735,0.9760224147109234,0.207,0.9910890497947498,0.9918102293530756,1.0128020016775214,0.9722146582964816,0.133,0.133,0.266,0.266,0.017,0.017,0.034,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.024,0.024,0.207,0.207,0.414,0.414,OncNeg,Cas12a,Guide2
Rasa1_2,2237.971257979413,1267.7579958913411,1042.223409941208,8916.359810625987,117143.0,295109148.11221665,20.479545454545452,61.709363416101816,0.9432026383290584,0.9370629268299822,0.9516432994935786,0.9346344857361224,0.8021621885597174,0.8931942564067676,0.8553518360313392,0.9355230439225783,Inert,Real,0.9550059271443668,0.922495851424668,0.0,0.9380898865140634,0.9383582574363276,0.9586067390822436,0.92032169926806,0.9611786521330268,0.9425302323524684,0.0,0.9519241144662384,0.9518395631137504,0.9628280090421876,0.9408389009252306,0.958181927332147,0.9088372082574444,0.0,0.9348140012880192,0.934152956597182,0.9620847303179968,0.9037812828455244,0.932678168308802,0.8567880879109966,0.0,0.8950782542185928,0.8948990106593813,0.9380889115816802,0.850930546454253,0.9572251378914356,0.9218863338698022,0.0,0.9432026383290584,0.9418807132282696,0.9616092532371944,0.9125067306672344,0.949482316011316,0.920977186996364,0.0,0.9348235880895368,0.934919716652474,0.9527580068072332,0.91922352492614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OncNeg,Cas12a,Guide2
Rasa1_3,2572.030819684243,1421.7343748865294,1223.7762237762238,10021.041557075225,172444.0,486350846.7016508,25.90416103349857,85.68704736321786,1.1075062716689683,1.053159218649626,1.0672257606777664,1.074146369790042,1.3219931069358724,1.2402522780410103,1.259147298708316,1.1833240944779115,Inert,Real,1.0712405348865264,1.0284262910571216,1.0,1.0516872362225382,1.051167772191895,1.0738107548902498,1.0227349161618675,1.0834113084149055,1.0471450664174564,1.0,1.0673487351793025,1.0665881508043122,1.086043781799198,1.0426378383143482,1.2184543086744208,1.1562710317451912,1.0,1.1858215588132517,1.1861569687060018,1.2260067713385308,1.150981275618815,1.2771477328369898,1.1990690587122292,1.0,1.2403877468582662,1.2393819250230314,1.2848371341072982,1.1901587307655452,1.1340224636810734,1.061860819289512,1.0,1.095354680755106,1.0971151835690678,1.1421304303591413,1.057612358451983,1.094918564325869,1.0459642635127615,1.0,1.074562327412434,1.0732700539944504,1.099613758222039,1.040116588748765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OncNeg,Cas12a,Guide2
Nf1_1,2696.903235771784,1460.363114159084,1262.493424513414,10423.854115327747,156517.0,458987245.80610806,25.60814790575916,90.13197323554996,1.1317948559167637,1.1005645742253467,1.0934351442318615,1.1245033197937415,1.2476136913140408,1.288119743574324,1.1428519273035276,1.1624515968877736,Inert,Real,1.1262849883940356,1.0702337146108272,1.0,1.1028565033579922,1.101133840107531,1.129586271164238,1.0636980609418285,1.1123620866519763,1.073782178604875,1.0,1.0933622595227106,1.0935334364293572,1.1154612860077169,1.070753090241339,1.214686306669007,1.1275616353413949,1.0,1.1641768782041853,1.1662750329648683,1.2241621097542787,1.1225644676073858,1.3371005336472197,1.240713936900265,1.0,1.2902182468225278,1.2890624516828804,1.3495153062776546,1.229702688532728,1.148936170212766,1.0909090909090908,1.0,1.11857799570947,1.1193808872971722,1.1537186174597525,1.0881388620528876,1.1537786934608452,1.0941846051452209,1.0,1.1251852786609875,1.12472311413437,1.158235115537866,1.0883821172970771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OncNeg,Cas12a,Guide1
Nf1_2,2217.895181186416,1257.588645653376,1034.992607195663,8916.083916083917,116377.0,291690626.28693813,19.903711304942707,58.66336838249261,0.9278458691279184,0.9413721633376702,0.941609390713874,0.9247756690406208,0.792870003052944,0.8383866493256567,0.8497586763342169,0.9035054419230548,Inert,Real,0.9673259099381892,0.9217804082054468,0.0,0.9402167289777528,0.9417906539824216,0.9722274073015126,0.918673381041075,0.961501508387308,0.9238625303820464,0.0,0.941263674639599,0.9418793244977748,0.9648729131144363,0.92110669861512,0.9284276567780444,0.8671869226036915,0.0,0.9025281951441998,0.9010278158149618,0.9347372114836816,0.8606122296792692,0.8739439672825318,0.8023597787568192,0.0,0.8377550032712991,0.8385008587866685,0.8814902481833848,0.7973125801304974,0.9521283617554934,0.89287233827325,0.0,0.9257830275170358,0.9235109411774672,0.9545454545454546,0.890875008368481,0.9518336907247484,0.9013085187532832,0.0,0.9244691059725514,0.9253211951783809,0.9581195647022626,0.8986970631806213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OncNeg,Cas12a,Guide1
Nf1_3,2280.120054958241,1288.769046253242,1048.951048951049,9074.171488690165,137965.0,352998487.8289489,20.576435495898583,61.11986312553577,0.940359274955318,0.9580632624369828,0.964955465054264,0.9507210111656376,0.9595163056330152,0.8734936071000193,1.0073893963622558,0.9340429611891716,Inert,Real,0.9690569166506642,0.9439435742738408,0.0,0.95736222682319,0.9570755059100474,0.9715389950530976,0.941431777765677,0.9702358208953364,0.9579245422629712,0.0,0.964836854689714,0.9645872390728678,0.971204938192722,0.9566639818497308,0.9581534320550206,0.9067713305111468,0.0,0.9327589083377398,0.9326971512201698,0.9626704584711562,0.9019083919221236,0.9160828735211792,0.8340367509473404,0.0,0.8720194782628936,0.8724366895304511,0.9234941912860588,0.8276596505735336,0.975,0.9374097425240392,0.0,0.9562412249106604,0.9571081715253604,0.9767441860465116,0.9359262906175272,0.9593994227500448,0.939593236452961,0.0,0.9506231033917186,0.9499556906872492,0.9607398316267208,0.9368331087418827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OncNeg,Cas12a,Guide1
Trp53_1,405.12773255747726,395.14951030126434,358.8516746411483,644.224196855773,333.0,135604.51347588727,1.0,1.0,1.0,0.9818862532668932,0.990524521075646,0.9895900175757576,1.0557112150162424,1.0,1.0661686232657417,1.0,Inert,Real,1.2347647421409491,0.7655560999510045,0.3772819472616633,0.9646153846153844,0.9857046412268724,1.315068493150685,0.7272727272727273,1.0822551711980173,0.9693457658038692,0.2981744421906693,0.9920455021939962,1.0018524317193112,1.1125046066884814,0.9546363175948744,1.472051039441798,0.6465951170595134,0.4665314401622718,0.9931751469114976,1.013022919073723,1.7148941032119382,0.4495409277232464,1.4719047689284988,0.6214279442357912,0.4705882352941176,0.9912040953006056,1.00967713085065,1.727808221621484,0.4386472665012121,1.2352941176470589,0.9375,0.242393509127789,1.0,1.0284815429110676,1.2352941176470589,0.9079246197215676,1.0931758975439552,0.9580296165438184,0.3002028397565923,0.99115120243649,1.0000847487014486,1.1285870084194511,0.9305961157136478,0.3772819472616633,0.3772819472616633,0.7545638945233266,0.7545638945233266,0.2981744421906693,0.2981744421906693,0.5963488843813387,0.5963488843813387,0.4665314401622718,0.4989999999999999,0.9330628803245437,0.998,0.4705882352941176,0.489,0.9411764705882352,0.978,0.242393509127789,0.242393509127789,0.4847870182555781,0.4847870182555781,0.3002028397565923,0.3002028397565923,0.6004056795131846,0.6004056795131846,PDAC,KT,Guide1
