gene_combination,gene_combination_unordered,TTN,LN_mean_relative,LN_mean_relative_bootstrap_median,LN_mean_relative_bootstrap_mean,LN_mean_relative_97.5P,LN_mean_relative_2.5P,LN_mean_relative_pvalue_twoside,LN_mean_relative_pvalue_twoside_FDR,95_percentile_relative,95_percentile_relative_bootstrap_median,95_percentile_relative_bootstrap_mean,95_percentile_relative_97.5P,95_percentile_relative_2.5P,95_percentile_relative_pvalue_twoside,95_percentile_relative_pvalue_twoside_FDR,TTN_normalized_relative,TTN_normalized_relative_bootstrap_median,TTN_normalized_relative_bootstrap_mean,TTN_normalized_relative_97.5P,TTN_normalized_relative_2.5P,TTN_normalized_relative_pvalue_twoside,TTN_normalized_relative_pvalue_twoside_FDR,Genotype
Inert_Ccnl2_Ccnl1_Inert,Ccnl1_Ccnl2_Inert_Inert,275.0,0.6590956711905117,0.6600384196956272,0.6664044519465551,0.8127088322623227,0.5460557355509781,0.002,0.0027244094488189,0.5166532198830835,0.5122377862494173,0.563559765612923,1.0245606251140125,0.3732496719017398,0.066,0.0858496240601503,0.3463372049951846,0.3476100844588492,0.3595627368661974,0.5384049572467859,0.2450972780228698,0.0,0.0,KTCas12a
Inert_Ccnl2_Inert_Ccnl1,Ccnl1_Ccnl2_Inert_Inert,95.0,0.6226545361126674,0.6007665908032036,0.6246923246473429,0.9085847592990318,0.4686265174105955,0.022,0.0268028169014084,0.4185453674523922,0.3953687845458187,0.56757547070137,1.0953112855685094,0.2100867352084518,0.182,0.2141904761904761,0.3477146825150518,0.3441718120260087,0.3557920946827108,0.5834910467126918,0.2118073148653612,0.0,0.0,KTCas12a
Inert_Ccnl2_Inert_Inert,Ccnl2_Inert_Inert_Inert,1247.0,1.177838492120857,1.170715245610226,1.1852013606707847,1.4643475843275513,0.994014794693002,0.068,0.0784266666666667,1.118635109906877,1.1302516402788,1.1665800643257829,1.6950026951583943,0.8838534504696018,0.262,0.3001721854304636,0.9672503793015426,0.9691140666738154,0.9760135130286935,1.192645418010056,0.8071031462339096,0.752,0.8850068027210884,KTCas12a
Inert_G3bp1_G3bp2_G3bp2,G3bp1_G3bp2_G3bp2_Inert,248.0,0.770606072557167,0.758072939378498,0.7770389080174798,1.064059390357536,0.598806749236999,0.104,0.1183684210526315,0.7687844334631043,0.7353289646548793,0.7170552007890678,1.1164120847217884,0.4361711629378432,0.102,0.1233986013986013,0.9369995655142448,0.924311852033992,0.9912545201583194,1.837147477147013,0.5692207090037416,0.778,0.8972933333333333,KTCas12a
Inert_G3bp1_G3bp2_Inert,G3bp1_G3bp2_Inert_Inert,331.0,0.6458440097491527,0.6381998438540792,0.645065401788661,0.7730657911151506,0.5545545272361767,0.0,0.0,0.4966416619799214,0.4889695399306094,0.4998186993241256,0.804175801306395,0.331444928998975,0.0,0.0,0.5034851561448297,0.508774275200853,0.5134835116489141,0.6736017736581995,0.3811491778349934,0.0,0.0,KTCas12a
Inert_G3bp1_Inert_G3bp2,G3bp1_G3bp2_Inert_Inert,314.0,0.7443900457517433,0.7417924817744443,0.748522940994812,0.905056122281791,0.6235694954306751,0.006,0.0078636363636363,0.6954617206361929,0.6872037813933032,0.6974307817812012,0.9565217391304348,0.4822529624048962,0.02,0.029322033898305,0.7072544797391176,0.7110217460683312,0.7176518592626253,1.0008290736950154,0.50089053302439,0.052,0.11245,KTCas12a
Inert_G3bp1_Inert_Inert,G3bp1_Inert_Inert_Inert,871.0,0.8830280346777795,0.8766147498184944,0.8932814828253234,1.1418547233617282,0.7480960836953814,0.266,0.2894213836477987,0.784334616334655,0.7902351681825843,0.8428144648848119,1.259892744477384,0.6594473176344321,0.33,0.3683225806451613,0.8645409126725714,0.8702490900567001,0.8755946569806237,1.1165563781359598,0.6868585074163887,0.248,0.3972592592592592,KTCas12a
Inert_G3bp2_G3bp1_Inert,G3bp1_G3bp2_Inert_Inert,330.0,0.7914085545077454,0.7872765028224373,0.7989754364002422,0.9951563901315604,0.6581390047937528,0.038,0.0450273972602739,0.7392706653222413,0.7138677921532085,0.7790034585617813,1.657349297245256,0.4291407857945274,0.364,0.4036666666666667,0.5946343396532708,0.5954160207501569,0.6047991690672027,0.8334430021095011,0.4474156513720219,0.004,0.0113442622950819,KTCas12a
Inert_G3bp2_Inert_G3bp1,G3bp1_G3bp2_Inert_Inert,122.0,0.6856759714238653,0.6748280518525049,0.6842692229857648,0.8592821390705907,0.5527084530970331,0.002,0.0027244094488189,0.5582686763473907,0.5442557129423705,0.5819658886569742,0.9477179253021136,0.317400278982363,0.03,0.04152,0.6212714510474885,0.6302792620736317,0.6643092535521609,1.2039601187499622,0.388918290936523,0.122,0.2269462365591397,KTCas12a
Inert_G3bp2_Inert_Inert,G3bp2_Inert_Inert_Inert,944.0,0.8862297937885364,0.8838024670586313,0.8881943371063842,1.0124295108064116,0.78698951271827,0.078,0.089364238410596,0.7937039373653757,0.7816975586910457,0.8050437305165492,1.125136792077337,0.6010392049447368,0.142,0.1694206896551724,0.7087560816069288,0.7056138935804999,0.712890958650818,0.865855549051431,0.5849038459371847,0.004,0.0113442622950819,KTCas12a
