gene_combination_unordered,TTN,LN_mean_relative,LN_mean_relative_bootstrap_median,LN_mean_relative_bootstrap_mean,LN_mean_relative_97.5P,LN_mean_relative_2.5P,LN_mean_relative_pvalue_twoside,LN_mean_relative_pvalue_twoside_FDR,95_percentile_relative,95_percentile_relative_bootstrap_median,95_percentile_relative_bootstrap_mean,95_percentile_relative_97.5P,95_percentile_relative_2.5P,95_percentile_relative_pvalue_twoside,95_percentile_relative_pvalue_twoside_FDR,TTN_normalized_relative,TTN_normalized_relative_bootstrap_median,TTN_normalized_relative_bootstrap_mean,TTN_normalized_relative_97.5P,TTN_normalized_relative_2.5P,TTN_normalized_relative_pvalue_twoside,TTN_normalized_relative_pvalue_twoside_FDR,Genotype
Gsk3a_Gsk3b_Gsk3b_Inert,137.0,1.103857329867849,1.0861501899750596,1.1236799612111628,1.5963677673242869,0.881348544612751,0.512,0.998,1.2410997800684342,1.1674894224820966,1.2727419765156265,2.6301016754683784,0.6596283882730102,0.756,0.992,1.0,0.9967517738986637,1.0095239558375433,1.2997043393380905,0.7503886972360267,0.978,1.0,KT
Gsk3a_Gsk3b_Inert_Inert,714.0,1.05425721459825,1.0469112705232226,1.0520918507578236,1.2427237488631426,0.899258410327536,0.6279999999999999,0.998,1.1080407049875056,1.0995629657205348,1.1076751878287592,1.600895862148451,0.8065180903300335,0.532,0.992,1.0,1.0057748332680587,1.0108592186258472,1.2145076674613478,0.8308846787291702,0.956,1.0,KT
Gsk3a_Inert_Inert_Inert,501.0,1.0537994873541867,1.0535496717552677,1.0573216774838332,1.2097973930464334,0.9130092946105084,0.4499999999999999,0.998,1.0428618399882406,1.0444444444444445,1.03656548759444,1.333422619047619,0.7368421052631579,0.808,0.992,1.0,1.003491016086559,1.0042227771924517,1.185352590071301,0.8371264983175736,0.972,1.0,KT
Gsk3b_Inert_Inert_Inert,470.0,0.9846239664312734,0.990799717639973,0.9914059855435028,1.1584598807288364,0.8492115926811431,0.886,0.998,0.904258838324711,0.9027468567375788,0.9184182260101418,1.3096696448711087,0.5813575483227154,0.57,0.992,1.0,1.0002447038974769,1.0049875909291277,1.1742203582682529,0.8446207008284308,1.0,1.0,KT
Inert_Inert_Inert_Inert,3774.0,0.9952890201329784,0.9985544940619896,1.0017419647498358,1.125478083884912,0.8945535498323857,0.976,0.998,0.9776829749889756,1.0,1.0045263869917256,1.1914134267200518,0.8281348332854812,0.974,0.992,0.9971515443556872,1.0015386100784365,1.0006940248187586,1.0763770894496774,0.9271591653502672,0.97,1.0,KT
Inert_Inert_Inert_Setd2,1693.0,1.0422147984439614,1.0408576285668978,1.0400696981485538,1.1550632125564149,0.9254843991140485,0.524,0.998,1.0411409656979531,1.0540451691155703,1.0788081620597922,1.3798115095896155,0.8795597453100694,0.5920000000000001,0.992,1.0,0.9991197538147658,1.0031516795146074,1.1055746593655793,0.9100652773368264,0.992,1.0,KT
Inert_Inert_Setd2_Setd2,439.0,0.9777098912479212,0.980204627362764,0.9880282725082712,1.1513817415306602,0.8666826252128829,0.79,0.998,1.0362779631201384,1.037577403370168,1.0790623680890483,1.6786973178566609,0.6868196700815027,0.8300000000000001,0.992,1.0,1.0036360089714584,1.0090567235111958,1.2175415060879953,0.8114995646191762,0.976,1.0,KT
Inert_Setd2_Setd2_Setd2,334.0,0.9833018932938292,0.9828800838161031,0.9901448607859308,1.150784338300512,0.8626966477371341,0.808,0.998,0.958145765697403,0.924459863496334,0.954093881412095,1.472750548975026,0.6249605232826188,0.66,0.992,1.0,0.9963464273225078,1.0013721391845454,1.2472309794733154,0.8050910976073482,0.966,1.0,KT
Pcna_Inert_Inert_Inert,1737.0,1.035427449036716,1.0346024396576912,1.0346084254236676,1.117093321146662,0.9509640355713114,0.4479999999999999,0.998,1.0689333859879426,1.0681818181818183,1.0699453650987556,1.2356883991393115,0.8982667167163046,0.4499999999999999,0.992,1.0,0.996981131065516,0.9998926444490036,1.0920724976727545,0.9168214233317726,0.948,1.0,KT
Pcna_Pcna_Inert_Inert,359.0,0.9579634078994608,0.9499961223698729,0.9528245416366262,1.1007613012874824,0.8188695864179559,0.504,0.998,0.8580832134873274,0.8333333333333334,0.8512710366806916,1.1983416553232118,0.6205625381145882,0.244,0.992,1.0,1.006306474425803,1.0116315764663124,1.30574768559064,0.7805202213593775,0.974,1.0,KT
Pcna_Pcna_Pcna_Inert,206.0,0.9663288841061528,0.9668815296493368,0.9725287990525888,1.136591670574583,0.8295547195289008,0.698,0.998,0.9617041871231536,0.9350013226473974,0.9409615273581684,1.205945251321899,0.7369291410998206,0.534,0.992,1.0,1.0012174322005958,1.0081133111935,1.3418801820875232,0.7281727432128324,0.988,1.0,KT
Pcna_Pcna_Pcna_Pcna,47.0,0.8161895985940991,0.7975114281253713,0.8429524236721438,1.3396455355555072,0.5959676876288552,0.348,0.998,0.6569778171991763,0.5862240937592638,0.7525193368394749,2.131855670829196,0.2765957446808511,0.334,0.992,1.0,0.9895354442617836,1.0241339973733017,1.714436697927162,0.5650234249848746,0.948,1.0,KT
Rb1_Inert_Inert_Inert,1683.0,1.0400759530312311,1.038248781207321,1.0448382905743063,1.1778639132448117,0.9422267622953664,0.4499999999999999,0.998,1.1742189631787725,1.1697632936233575,1.1897116637886165,1.5869565217391304,0.9206349206349208,0.2039999999999999,0.992,1.0,1.0023470902136769,1.005388269927607,1.123243555408477,0.8943675467298519,0.97,1.0,KT
Rb1_Rb1_Inert_Inert,383.0,0.964409999251352,0.9632888327740954,0.972763283370614,1.223079455307064,0.7970237538917159,0.7,0.998,0.8903686382179836,0.8926196944718029,0.9123420330789463,1.3413466614077465,0.5366839367636309,0.636,0.992,1.0,0.9977664134977182,1.003996865663859,1.1841174349684105,0.8482580842484189,0.982,1.0,KT
Rb1_Rb1_Rb1_Inert,224.0,1.0041085109153085,1.006708908104481,1.021161241792072,1.293057611620586,0.836676562374266,0.95,0.998,1.0048408354053353,0.9911930523936384,1.1141117673168832,2.3020640220741044,0.6725757575757575,0.97,0.992,1.0,1.0094454011155694,1.0146845431004243,1.3343373812451371,0.7523118596225037,0.952,1.0,KT
Rb1_Rb1_Rb1_Rb1,62.0,1.0218336623896944,1.0354227763841817,1.0576847051035627,1.5033643003303394,0.7238365835841024,0.8759999999999999,0.998,0.8227684790521365,0.8033240997229937,0.9475807764819696,1.7516129044818665,0.4324324324324324,0.754,0.992,1.0,1.0076447043400645,1.0284769113633196,1.6791657125326538,0.6040286792094475,0.974,1.0,KT
Rbm10_Inert_Inert_Inert,3449.0,1.0337995028889435,1.033599543694257,1.03241250805641,1.1153035381421204,0.9560462260254846,0.4579999999999999,0.998,1.165287453447177,1.16,1.1598065281600334,1.3389437392703354,0.994028702134123,0.072,0.992,1.0,1.001460418135273,1.0017220587754438,1.1101673268708456,0.8998719405471994,0.978,1.0,KT
Rbm10_Rbm10_Inert_Inert,860.0,0.9938696986962464,0.993951067087148,0.992014362310362,1.1232325526862168,0.8465040054151266,0.926,0.998,1.0372440383299133,1.0374338479415988,1.0449429939899513,1.325922738030118,0.722090495949417,0.8380000000000001,0.992,1.0,0.99961745994901,1.0022424963166705,1.1191813094051577,0.8945033635022983,0.994,1.0,KT
Rbm10_Rbm10_Rbm10_Inert,775.0,1.0112063222410763,0.9986811672952602,1.0042247446489865,1.2321074672038317,0.8192826088973683,0.986,0.998,0.9559566866558872,0.9461590928467882,0.9561912177651845,1.2916419722081731,0.6562089524117141,0.662,0.992,1.0,1.0009388807070103,1.0041418052443682,1.1772794438644374,0.8572120178926089,0.988,1.0,KT
Rbm10_Rbm10_Rbm10_Rbm10,269.0,1.051818112158854,1.049890170835634,1.0426238048404586,1.2371166974360002,0.8165517751584003,0.6439999999999999,0.998,1.2470809369349158,1.2067107570731297,1.1725193534823235,1.5688432765898257,0.7142414405299743,0.4239999999999999,0.992,1.0,0.9964653388893184,1.0016209583293334,1.231202010923114,0.7999091061645631,0.976,1.0,KT
Rpa3_Inert_Inert_Inert,3543.0,1.0404640631018789,1.035667439313146,1.038399281051107,1.153892750124918,0.9431454442625342,0.538,0.998,1.0863144166544172,1.0727272727272728,1.0800195908742454,1.2727272727272727,0.9172550815849432,0.3759999999999999,0.992,1.0,0.9998279557695876,1.0009817680515614,1.0773342284145762,0.9284580305498265,0.996,1.0,KT
Rpa3_Rpa3_Inert_Inert,638.0,0.9827351829798144,0.9758318992469368,0.9808039662580366,1.116058763575451,0.872156765822144,0.736,0.998,0.8827608836850339,0.8771177487767137,0.8791053518255878,1.0833821071868344,0.7060069561164061,0.172,0.992,1.0,0.999651114381456,1.0005338961328785,1.1524151844791202,0.8601773922275943,0.99,1.0,KT
Rpa3_Rpa3_Rpa3_Inert,598.0,1.0061175028574845,1.0034958400615948,1.00708201627766,1.1325151835332976,0.8916439288081578,0.942,0.998,1.0339902722522287,1.0001740083698027,1.0204296731620568,1.46,0.6756165726053915,0.992,0.992,1.0,0.9992837824924768,1.0039114995949805,1.183594464029636,0.8416857991405314,0.994,1.0,KT
Rpa3_Rpa3_Rpa3_Rpa3,141.0,0.9888249786502472,0.9720577012609148,0.9842989547854296,1.2533768901560218,0.7845688447089794,0.824,0.998,0.9152887610531492,0.9132907434276304,1.0977835361409762,2.0741030410746464,0.5430081047736024,0.65,0.992,1.0,1.0132272773707038,1.0274803294667834,1.445139522745439,0.6892812163127198,0.942,1.0,KT
Rps9_Inert_Inert_Inert,2527.0,1.006176000446272,1.002949756085608,1.0027818741865102,1.0840567205884204,0.9224041210909664,0.946,0.998,1.0968615889038,1.0862766876688412,1.09446104884786,1.3249121831787147,0.9111098954241116,0.3819999999999999,0.992,1.0,1.0020684698626332,1.0016684729247554,1.0882528501097186,0.920594644446272,0.976,1.0,KT
Rps9_Rps9_Inert_Inert,659.0,0.9739678718554065,0.958603382394268,0.9711172117794012,1.1854591954905616,0.8338429683136243,0.67,0.998,0.9171829247801144,0.9160860430845804,0.9197063382705416,1.13019716232793,0.7359761647457077,0.352,0.992,1.0,1.006040375501276,1.0093272987954562,1.209002591692521,0.8435628409185542,0.938,1.0,KT
Rps9_Rps9_Rps9_Inert,659.0,1.1280334240710963,1.1285845683412614,1.1348385140786306,1.307827264785301,0.9967737404190888,0.056,0.998,1.412299361578415,1.4187424344822754,1.427108448305859,1.9545454545454548,0.9841269841269842,0.076,0.992,1.0,1.0003795881945052,1.0053709383993836,1.1827863144515676,0.8493746737521164,0.994,1.0,KT
Rps9_Rps9_Rps9_Rps9,198.0,1.0641829331072543,1.0512993048974324,1.0598857802112505,1.3056144704914163,0.8577594160166185,0.6339999999999999,0.998,1.0995729613830223,1.085215129826218,1.1738429056636852,1.8863636363636365,0.675,0.742,0.992,1.0,1.002701791458252,1.0051984974505663,1.2567714012652813,0.7704732215986498,0.98,1.0,KT
Setd2_Setd2_Setd2_Setd2,87.0,1.05889972370868,1.0080053106226043,1.0461358991273548,1.6335732482009098,0.6825898485014926,0.97,0.998,1.2155940067188389,1.0631416939795453,1.2274464081170486,2.058823529411765,0.3953381181450911,0.972,0.992,1.0,1.000815273001451,1.0149146742274662,1.4207578197629918,0.6948404911523588,0.994,1.0,KT
